Gene ID	Gene Name	SRR1028343	SRR1028346	SRR1028347	SRR1028344	SRR1028349	SRR1028348	SRR1028345
ENSG00000249748		0	0	0	0	0	0	0
ENSG00000249751	ECSCR	6	12	1	7	1	6	11
ENSG00000249752		0	0	0	0	0	0	0
ENSG00000249753		1	4	0	3	5	4	6
ENSG00000249754	NDUFB4P9	1	0	0	0	0	0	0
ENSG00000249755		4	1	2	3	1	2	1
ENSG00000249761		0	0	0	0	0	0	0
ENSG00000249763		0	0	0	0	0	0	0
ENSG00000249764		0	0	0	0	0	0	0
ENSG00000249766		0	0	0	0	0	0	0
ENSG00000249767	ENPP7P10	4	23	4	6	6	7	34
ENSG00000249768	HSPE1P10	0	1	0	0	0	0	0
ENSG00000249770	MTND6P17	0	0	0	0	0	0	0
ENSG00000249771		0	0	0	0	0	0	0
ENSG00000249772		7	1	1	2	0	0	1
ENSG00000249773		10	4	2	6	5	6	2
ENSG00000249774		0	1	1	0	0	1	0
ENSG00000249776		6	2	0	0	0	0	5
ENSG00000249777	SAP18P1	0	0	0	0	0	0	0
ENSG00000249778	TRMT112P2	0	0	0	0	0	0	0
ENSG00000249779		0	1	0	1	0	2	1
ENSG00000249780		0	2	0	1	0	0	1
ENSG00000249781	LINC02112	0	3	1	1	1	0	1
ENSG00000249782		0	1	0	0	0	0	0
ENSG00000249784	SCARNA22	2	12	1	1	7	5	11
ENSG00000249785	LINC02103	0	0	0	0	0	0	0
ENSG00000249786	EAF1-AS1	2	5	1	2	2	5	13
ENSG00000249787		0	0	0	0	2	2	1
ENSG00000249790		630	640	799	809	908	1268	606
ENSG00000249791		1	3	1	0	2	3	2
ENSG00000249792		0	0	0	0	0	0	0
ENSG00000249795		0	0	0	0	0	0	0
ENSG00000249797	LINC02147	0	0	0	0	0	0	0
ENSG00000249798	HSD3BP3	0	0	0	0	0	0	0
ENSG00000249799	SNRPCP13	0	3	0	2	2	2	5
ENSG00000249803		78	75	9	74	0	3	66
ENSG00000249806		0	1	0	0	0	0	0
ENSG00000249807		1	3	0	0	2	2	3
ENSG00000249808	LINC01377	0	1	1	1	0	4	0
ENSG00000249811	USP17L21	0	0	0	0	0	0	0
ENSG00000249815		1	2	0	0	1	0	2
ENSG00000249816	LINC00964	1	0	0	1	0	0	0
ENSG00000249818		0	0	0	0	0	0	0
ENSG00000249819		0	0	0	0	0	0	0
ENSG00000249820		0	0	0	0	0	0	0
ENSG00000249825	THBS4-AS1	7	10	5	1	2	8	12
ENSG00000249828		0	0	0	0	0	0	0
ENSG00000249829		0	0	0	0	0	0	0
ENSG00000249830	LINC02162	0	0	0	0	0	0	0
ENSG00000249831		0	0	0	0	0	0	0
ENSG00000249833	CCDC37-DT	1	0	2	0	0	0	0
ENSG00000249834	PGBD4P3	1	1	0	0	0	1	3
ENSG00000249835	VCAN-AS1	6	95	7	14	28	34	73
ENSG00000249837		0	0	0	0	0	0	0
ENSG00000249838	SUMO2P7	0	0	0	0	0	0	0
ENSG00000249839		1	0	0	0	1	0	1
ENSG00000249840	GAPDHP76	0	2	0	1	0	2	2
ENSG00000249842		0	0	0	0	0	0	0
ENSG00000249843		0	0	0	1	0	0	0
ENSG00000249844	OR7E43P	0	0	0	0	0	0	0
ENSG00000249846	LINC02021	45	115	42	57	27	34	82
ENSG00000249847		0	0	0	0	0	0	0
ENSG00000249848		0	2	0	0	0	0	1
ENSG00000249849		0	0	0	0	0	0	1
ENSG00000249850	KRT18P31	8	20	2	4	6	9	20
ENSG00000249851	RPS27AP18	0	0	0	0	0	0	0
ENSG00000249852		4	23	4	4	17	20	14
ENSG00000249853	HS3ST5	87	101	118	96	130	183	87
ENSG00000249854	CDH18-AS1	0	0	0	0	0	0	0
ENSG00000249855	EEF1A1P19	10	77	14	20	29	20	64
ENSG00000249856		0	1	0	0	0	0	2
ENSG00000249857		0	4	0	0	0	0	1
ENSG00000249858	SNX5P1	0	1	0	1	0	2	1
ENSG00000249859	PVT1	137	297	210	164	421	510	296
ENSG00000249860	MTRNR2L5	0	1	0	1	0	0	1
ENSG00000249861	LGALS16	0	0	0	0	0	0	0
ENSG00000249863		25	74	60	34	42	66	58
ENSG00000249865		0	0	0	0	0	0	0
ENSG00000249866	OR7E83P	0	0	0	0	0	0	0
ENSG00000249867	LINC02742	1	1	0	0	0	1	0
ENSG00000249868		0	0	0	0	0	0	0
ENSG00000249869		0	0	0	0	0	0	0
ENSG00000249870		0	7	0	0	1	2	6
ENSG00000249873	LINC02372	0	0	0	0	0	0	0
ENSG00000249875		2	0	1	0	0	0	1
ENSG00000249876		2	2	0	1	0	1	1
ENSG00000249877		0	0	0	0	0	0	0
ENSG00000249878		0	0	0	0	0	0	0
ENSG00000249881		0	0	0	0	0	0	0
ENSG00000249882	LINC02501	0	0	0	0	0	0	0
ENSG00000249883		0	0	0	0	0	0	0
ENSG00000249884	RNF103-CHMP3	6	10	3	3	5	6	10
ENSG00000249885	ARHGEF38-IT1	0	0	0	0	0	0	0
ENSG00000249887		0	0	0	0	0	0	0
ENSG00000249888		0	0	0	0	0	0	0
ENSG00000249889	ALG1L11P	1	0	1	0	3	2	3
ENSG00000249890		0	0	0	0	0	0	0
ENSG00000249891	KRT19P6	0	1	0	0	0	0	0
ENSG00000249892		0	0	0	0	0	0	0
ENSG00000249893	MTND6P16	0	0	0	0	0	0	0
ENSG00000249894		0	5	0	1	1	1	4
ENSG00000249896	LINC02495	19	46	69	15	139	180	45
ENSG00000249898	MCPH1-AS1	107	229	48	65	28	43	196
ENSG00000249899		1	0	1	0	1	0	0
ENSG00000249901		0	0	0	0	0	0	0
ENSG00000249904		0	0	0	0	0	0	0
ENSG00000249906		0	0	3	0	1	0	2
ENSG00000249908	BRD9P2	0	1	0	0	0	0	0
ENSG00000249909	CYCTP	0	0	0	0	1	0	0
ENSG00000249910	TRIM51CP	0	0	0	0	0	0	0
ENSG00000249912	TRBV26	0	0	0	0	0	0	0
ENSG00000249915	PDCD6	1332	2343	1014	1280	1692	2177	2169
ENSG00000249916		0	2	1	0	1	1	0
ENSG00000249917	LINC00536	0	1	0	0	0	0	1
ENSG00000249919	FABP5P6	0	0	0	0	0	0	1
ENSG00000249920	HNRNPA1P55	0	0	0	0	1	0	0
ENSG00000249921		0	4	0	1	0	1	2
ENSG00000249923	LINC02891	0	0	0	0	0	0	1
ENSG00000249924		0	0	0	0	0	0	0
ENSG00000249926		1	1	0	1	2	2	3
ENSG00000249927		0	0	0	0	0	0	0
ENSG00000249928	UQCRBP3	0	0	0	0	0	0	0
ENSG00000249930		0	1	0	0	0	0	2
ENSG00000249931	GOLGA8K	0	0	0	0	1	1	1
ENSG00000249934	NCOA4P2	0	0	0	0	0	1	0
ENSG00000249936	RAC1P2	1	8	3	5	6	15	9
ENSG00000249937	LINC02223	4	2	0	4	0	1	1
ENSG00000249941		0	0	0	0	0	0	0
ENSG00000249942		0	0	0	1	1	2	0
ENSG00000249943		0	0	0	0	0	0	0
ENSG00000249944		0	0	0	0	0	0	0
ENSG00000249945		23	439	2	158	14	15	363
ENSG00000249947	XBP1P1	7	7	2	1	4	4	3
ENSG00000249948	GBA3	0	1	5	0	2	2	1
ENSG00000249950		0	0	0	0	0	0	0
ENSG00000249951		0	1	0	0	0	0	0
ENSG00000249955		1	2	0	0	0	0	0
ENSG00000249956	UGT2B24P	0	0	0	0	0	0	0
ENSG00000249958	CCT7P2	1	0	0	0	0	0	0
ENSG00000249959		0	1	0	0	1	2	3
ENSG00000249960		0	0	0	0	0	0	0
ENSG00000249961	TERB1	0	0	1	0	1	1	2
ENSG00000249962		0	0	0	0	0	0	0
ENSG00000249963	EEF1A1P20	0	0	0	0	0	0	0
ENSG00000249965	CDC42P4	0	0	1	0	0	0	0
ENSG00000249966		0	1	0	0	0	0	0
ENSG00000249967		0	0	0	0	0	0	0
ENSG00000249970		0	0	0	0	0	0	0
ENSG00000249971		0	0	0	0	0	0	0
ENSG00000249973	CHCHD2P7	0	6	2	0	1	0	5
ENSG00000249975	OR5H3P	0	4	0	3	1	0	8
ENSG00000249976		0	0	0	1	0	0	0
ENSG00000249977		0	2	1	0	1	0	2
ENSG00000249978	TRGV7	2	6	2	2	0	3	3
ENSG00000249981		0	0	0	0	0	0	0
ENSG00000249982		0	0	0	0	0	0	0
ENSG00000249984		0	0	0	0	0	0	2
ENSG00000249985		0	0	0	0	0	0	0
ENSG00000249986	YWHAQP6	0	5	1	0	1	0	2
ENSG00000249987	RPS4XP20	0	1	0	0	0	0	0
ENSG00000249988		0	2	0	0	1	0	0
ENSG00000249990	MTCO2P24	0	0	0	0	0	0	0
ENSG00000249992	TMEM158	916	704	1016	770	1827	2631	639
ENSG00000249993	BFSP2-AS1	0	0	0	0	0	0	0
ENSG00000249994		0	2	0	0	0	0	0
ENSG00000249995	ECM1P2	0	0	1	0	1	0	1
ENSG00000249996	PPIC-AS1	0	0	4	1	5	3	2
ENSG00000249997	MTCO3P7	0	0	0	0	0	0	0
ENSG00000249998		0	6	0	2	0	2	14
ENSG00000250001		1	11	5	0	2	0	6
ENSG00000250003		0	0	0	0	0	0	0
ENSG00000250006		0	0	0	0	0	0	1
ENSG00000250007		0	0	0	1	0	1	0
ENSG00000250011	HMGB1P3	0	0	0	0	0	0	0
ENSG00000250012		4	6	1	1	5	3	0
ENSG00000250013	ZP3P1	0	1	0	0	1	0	2
ENSG00000250015		8	41	4	3	8	11	26
ENSG00000250016	SNX18P23	0	0	0	0	0	0	0
ENSG00000250017		0	3	2	0	4	1	2
ENSG00000250020		1	0	0	0	5	4	1
ENSG00000250021	ARPIN-AP3S2	5	3	3	1	0	0	1
ENSG00000250024		0	0	0	0	0	0	0
ENSG00000250025		0	0	0	1	0	0	0
ENSG00000250026	TMPRSS11BNL	0	0	0	0	0	0	0
ENSG00000250027		8	20	4	6	13	19	21
ENSG00000250030		2	5	0	1	0	1	1
ENSG00000250031		9	34	10	5	10	15	34
ENSG00000250032		0	0	0	0	0	0	0
ENSG00000250033	SLC7A11-AS1	10	61	6	6	14	18	56
ENSG00000250034		0	0	0	0	0	0	0
ENSG00000250036	IGKV1D-37	0	0	0	0	0	0	0
ENSG00000250037		0	2	0	1	0	0	3
ENSG00000250038		0	0	0	0	1	8	0
ENSG00000250039		2	10	1	0	5	2	7
ENSG00000250040	RAF1P1	0	2	0	0	0	0	0
ENSG00000250041		0	3	0	0	1	0	1
ENSG00000250042	LINC02514	0	0	0	0	0	0	0
ENSG00000250043		1	2	0	1	0	1	2
ENSG00000250045	CBX3P3	1	3	1	1	4	3	5
ENSG00000250046		39	52	42	67	171	200	42
ENSG00000250048	LINC00603	0	0	0	0	0	0	0
ENSG00000250049		7	8	12	5	8	3	10
ENSG00000250050	MTND4P9	0	1	0	0	0	0	1
ENSG00000250053	RARRES2P4	0	0	0	0	0	0	0
ENSG00000250056	LINC01018	17	29	62	23	67	78	24
ENSG00000250057		0	3	0	0	1	3	5
ENSG00000250060		0	0	0	0	0	0	0
ENSG00000250062	MAPK10-AS1	1	15	0	1	0	2	10
ENSG00000250064		2	0	0	0	0	1	0
ENSG00000250066		0	0	0	0	0	0	0
ENSG00000250067	YJEFN3	90	360	77	75	169	245	305
ENSG00000250068		6	38	6	8	14	18	33
ENSG00000250069		3	6	1	1	4	4	5
ENSG00000250071		1	5	2	1	9	6	8
ENSG00000250072	SH3TC2-DT	0	1	0	0	0	1	2
ENSG00000250073		3	7	1	2	8	5	14
ENSG00000250074		0	0	0	1	0	0	0
ENSG00000250075		5	8	0	0	1	0	5
ENSG00000250076	MAPRE1P2	0	0	0	0	0	0	0
ENSG00000250078		0	0	0	0	0	0	0
ENSG00000250079		0	0	0	0	0	0	0
ENSG00000250080		1	0	0	0	0	0	0
ENSG00000250081		15	42	2	8	1	3	35
ENSG00000250082		0	0	0	0	0	0	0
ENSG00000250084		0	0	0	0	0	0	0
ENSG00000250088		0	0	0	0	0	0	0
ENSG00000250090		0	0	0	0	0	0	0
ENSG00000250091	DNAH10OS	304	233	27	99	8	11	164
ENSG00000250092		0	1	0	0	0	0	1
ENSG00000250095	NREP-AS1	0	2	0	0	1	1	0
ENSG00000250098		0	3	0	0	0	0	0
ENSG00000250099		0	0	0	0	0	0	0
ENSG00000250100		0	0	0	0	0	0	0
ENSG00000250101		1	2	2	1	1	3	2
ENSG00000250102	LINC02377	0	0	0	0	0	0	0
ENSG00000250103	PANCR	19	84	9	41	0	0	76
ENSG00000250105		1	14	1	3	0	2	7
ENSG00000250106	ANKRD33B-AS1	0	0	1	0	1	1	1
ENSG00000250107	CACNA1G-AS1	2	3	3	5	9	7	8
ENSG00000250111		0	0	0	0	0	0	0
ENSG00000250114		0	2	0	0	1	0	1
ENSG00000250115	AK3P2	2	2	1	0	2	2	3
ENSG00000250116	RHOQ-AS1	6	41	12	4	7	14	30
ENSG00000250118		0	0	0	0	0	0	0
ENSG00000250120	PCDHA10	105	334	291	90	698	918	248
ENSG00000250122		0	1	1	1	0	2	1
ENSG00000250124		0	0	0	0	0	0	0
ENSG00000250125	LINC02232	0	0	0	0	0	0	0
ENSG00000250126		0	2	0	1	1	0	0
ENSG00000250127	LINC02108	0	0	0	0	1	2	0
ENSG00000250129		2	2	0	0	1	2	0
ENSG00000250130	GAPDHP43	2	14	2	3	5	8	15
ENSG00000250131		147	269	77	140	144	175	274
ENSG00000250132		81	137	43	51	43	76	143
ENSG00000250133	HOXC-AS2	14	23	0	1	0	2	28
ENSG00000250135		0	0	0	0	0	0	0
ENSG00000250137		0	0	0	1	0	1	0
ENSG00000250138		1	6	1	1	2	2	14
ENSG00000250140		0	3	0	0	0	0	1
ENSG00000250141	LINC02276	0	0	0	0	0	0	0
ENSG00000250144		4	6	2	0	3	5	5
ENSG00000250145		0	1	0	0	0	0	0
ENSG00000250147	MORF4L2P1	0	0	0	0	0	0	0
ENSG00000250148	KRT8P31	1	0	1	0	1	0	0
ENSG00000250149		0	0	0	0	0	0	1
ENSG00000250150		0	0	0	0	0	0	0
ENSG00000250151	ARPC4-TTLL3	3	3	1	2	0	0	5
ENSG00000250155		7	15	2	5	11	13	10
ENSG00000250156	LINC02060	0	4	0	1	1	1	5
ENSG00000250158		0	0	0	0	0	0	0
ENSG00000250159		2	16	3	10	18	19	14
ENSG00000250161	TRMT112P5	0	0	0	0	0	0	0
ENSG00000250162	CSNK1A1P3	0	0	0	1	0	0	0
ENSG00000250164		0	1	0	0	1	0	2
ENSG00000250166		0	0	0	0	0	0	1
ENSG00000250167		0	0	0	0	0	0	0
ENSG00000250169	MTND5P13	0	0	0	0	0	0	0
ENSG00000250170	RASA2-IT1	0	7	1	0	1	1	6
ENSG00000250173		1	0	0	0	0	0	0
ENSG00000250174	MYLK-AS2	2	2	0	0	0	0	2
ENSG00000250180		0	0	0	0	0	0	0
ENSG00000250182	EEF1A1P13	20	44	26	29	31	59	88
ENSG00000250183		0	0	0	0	1	3	0
ENSG00000250185	RCC2P8	0	0	0	0	0	0	0
ENSG00000250186		0	0	0	0	0	0	0
ENSG00000250189		0	0	0	0	0	0	0
ENSG00000250190	LINC02364	0	0	0	0	0	0	0
ENSG00000250191		0	0	1	0	0	0	0
ENSG00000250192		0	0	0	0	0	0	0
ENSG00000250193		0	0	0	0	0	0	0
ENSG00000250194		0	0	0	1	0	0	0
ENSG00000250195		1	2	0	0	0	0	3
ENSG00000250197	HMGN1P15	1	2	0	0	2	3	6
ENSG00000250198	LINC02199	0	0	1	0	0	1	4
ENSG00000250200		0	0	0	0	0	0	0
ENSG00000250202		0	0	0	0	0	0	0
ENSG00000250204	TTTY23B	0	0	0	0	0	0	0
ENSG00000250205	YWHAEP4	0	0	0	0	0	0	0
ENSG00000250207		0	0	0	0	0	0	0
ENSG00000250208	FZD10-AS1	835	1399	11	399	18	29	1330
ENSG00000250210		0	0	0	0	0	0	0
ENSG00000250213		0	0	0	0	0	0	0
ENSG00000250214		0	1	0	2	1	2	1
ENSG00000250215	CIR1P2	1	3	1	1	2	1	5
ENSG00000250218	ALDH1L1-AS1	0	0	0	0	0	0	0
ENSG00000250219	LTV1P1	0	0	0	0	1	0	1
ENSG00000250220		6	25	2	6	3	10	27
ENSG00000250221	KRT8P32	1	0	0	0	0	0	1
ENSG00000250222		9	5	5	3	2	5	11
ENSG00000250223	LINC01216	0	0	0	0	0	0	0
ENSG00000250227	TRIM60P14	7	10	1	3	4	7	7
ENSG00000250229		0	0	1	0	0	0	0
ENSG00000250230		0	2	9	0	4	1	0
ENSG00000250231	USP17L16P	0	0	0	0	0	0	0
ENSG00000250234		4	6	0	1	1	6	0
ENSG00000250237		0	0	0	0	1	0	0
ENSG00000250238		0	0	0	0	0	0	0
ENSG00000250240		2	4	2	5	1	0	3
ENSG00000250241		66	145	4	44	4	1	107
ENSG00000250242		0	0	0	0	0	0	0
ENSG00000250243		1	0	0	0	0	0	0
ENSG00000250244		0	1	0	0	2	0	0
ENSG00000250247	SEPHS2P1	0	0	0	0	0	0	0
ENSG00000250249		0	0	1	0	0	0	0
ENSG00000250250	CTD-2350J17.1	0	3	0	0	0	1	1
ENSG00000250251	PKD1P6	148	318	104	87	191	252	306
ENSG00000250252	LINC02430	0	0	0	0	0	0	0
ENSG00000250253		0	0	0	0	1	0	0
ENSG00000250254	PTTG2	1	0	0	0	0	1	0
ENSG00000250256		0	0	0	0	0	0	0
ENSG00000250257	LDHAL6DP	0	0	0	0	0	0	0
ENSG00000250258		1	2	1	2	1	2	2
ENSG00000250259		0	3	0	0	0	0	0
ENSG00000250260		2	1	1	2	2	3	2
ENSG00000250261	CCDC74BP1	1	0	1	0	0	0	0
ENSG00000250263	LINC02509	0	0	0	0	0	0	0
ENSG00000250264		0	0	0	0	0	0	0
ENSG00000250266	LINC01612	16	83	6	31	8	11	81
ENSG00000250267		1	9	1	6	2	3	7
ENSG00000250268	ALG1L14P	1	2	0	0	0	1	0
ENSG00000250271		0	0	0	0	0	0	0
ENSG00000250272	TRMT112P1	0	0	0	0	0	0	0
ENSG00000250273	PSMC1P5	0	0	1	0	0	1	0
ENSG00000250274		0	1	0	0	0	0	0
ENSG00000250277		0	0	0	0	0	0	0
ENSG00000250280		1	9	0	2	0	0	12
ENSG00000250282		0	3	1	1	2	2	4
ENSG00000250284		167	196	28	185	4	3	169
ENSG00000250286		0	5	0	1	1	0	2
ENSG00000250289	VWA8P1	0	0	0	0	0	1	0
ENSG00000250290	NCAPGP1	1	0	3	0	2	3	2
ENSG00000250292		0	1	0	0	1	0	1
ENSG00000250293	CRYZP2	0	1	0	0	0	0	0
ENSG00000250295	RDH10-AS1	5	18	1	2	2	4	14
ENSG00000250298	GIMD1	0	0	0	0	1	0	0
ENSG00000250299	MRPS31P4	48	62	27	34	32	32	59
ENSG00000250300		0	0	0	0	0	0	0
ENSG00000250302	LINC01618	1	0	0	1	0	0	0
ENSG00000250303	LINC02762	28	65	8	37	12	17	50
ENSG00000250304	ZBED1P1	0	6	0	0	0	0	2
ENSG00000250305	TRMT9B	312	533	56	189	33	31	517
ENSG00000250306		0	0	0	0	1	0	3
ENSG00000250307	TUBB8P3	0	0	0	0	0	0	3
ENSG00000250308	SALL4P1	0	0	0	0	0	0	0
ENSG00000250309		0	0	0	0	0	0	0
ENSG00000250310		0	0	0	0	0	1	0
ENSG00000250312	ZNF718	545	1116	523	404	811	1011	1001
ENSG00000250313	LINC02229	0	0	0	0	0	0	0
ENSG00000250315		0	9	1	4	0	2	3
ENSG00000250316		0	0	0	0	0	0	0
ENSG00000250317	SMIM20	688	1332	728	705	939	1234	1146
ENSG00000250318		22	19	13	22	12	20	17
ENSG00000250319		0	1	0	0	0	0	0
ENSG00000250320	EDIL3-DT	33	28	70	31	57	83	31
ENSG00000250321		58	118	70	94	82	94	110
ENSG00000250322		1	0	0	0	0	1	2
ENSG00000250324	MRPL22P1	1	4	0	0	2	1	5
ENSG00000250325	IGBP1P4	0	1	0	1	0	0	0
ENSG00000250326		33	53	14	21	13	16	53
ENSG00000250327	RPSAP70	6	11	3	11	10	13	10
ENSG00000250328	MGC32805	2	6	14	8	28	40	10
ENSG00000250329	KDELC1P1	0	5	1	1	0	2	4
ENSG00000250330		0	0	0	0	3	1	2
ENSG00000250331	LINC01340	5	4	2	4	0	0	4
ENSG00000250332		0	0	0	0	1	0	0
ENSG00000250333		0	0	0	0	0	0	0
ENSG00000250334	LINC00989	0	0	0	0	0	2	0
ENSG00000250337	PURPL	381	1183	461	330	418	501	1044
ENSG00000250338		0	0	0	0	0	0	0
ENSG00000250339	CXCL1P1	0	0	0	0	0	0	0
ENSG00000250340	LINC02494	0	0	0	0	0	0	0
ENSG00000250341	LINC02510	0	0	0	0	0	0	0
ENSG00000250342	SNRPCP16	2	5	2	2	3	3	8
ENSG00000250343	STK32A-AS1	0	3	2	2	1	1	1
ENSG00000250344		1	1	0	0	0	0	1
ENSG00000250345		3	2	0	0	0	1	1
ENSG00000250346	EEF1GP2	0	0	0	0	0	0	0
ENSG00000250347		0	2	0	0	0	1	2
ENSG00000250348		0	0	0	1	0	0	0
ENSG00000250349		0	0	0	0	0	0	0
ENSG00000250350		0	3	0	0	2	1	2
ENSG00000250351	H3P20	0	0	0	0	0	0	0
ENSG00000250354		0	0	0	0	0	0	0
ENSG00000250356	HSPE1P23	0	0	0	0	0	0	0
ENSG00000250357		0	0	0	0	0	0	0
ENSG00000250358	LINC02200	2	0	0	0	0	0	0
ENSG00000250359	PTP4A1P4	0	0	0	0	0	0	0
ENSG00000250360		0	0	0	0	0	0	0
ENSG00000250361	GYPB	0	12	0	2	0	1	9
ENSG00000250362		0	0	0	0	0	0	0
ENSG00000250363	KRT18P21	3	10	0	3	1	0	12
ENSG00000250365		13	26	11	7	17	21	31
ENSG00000250366	TUNAR	2140	5578	2614	3163	2963	3988	4916
ENSG00000250371		1	11	0	3	0	1	15
ENSG00000250372	MARK2P4	0	0	0	0	0	0	0
ENSG00000250374	TRIM75P	0	0	0	0	2	2	4
ENSG00000250375		0	0	0	0	0	0	0
ENSG00000250376		0	0	0	0	0	0	0
ENSG00000250377		0	0	0	0	0	0	0
ENSG00000250378		2	3	3	0	0	1	0
ENSG00000250379		0	2	0	0	0	0	0
ENSG00000250381	UNC93B4	1	0	0	0	0	0	1
ENSG00000250383		1	5	0	0	0	1	3
ENSG00000250384	UBE2CP3	0	0	0	0	1	0	0
ENSG00000250385		0	0	1	0	1	1	0
ENSG00000250386	H3P21	0	0	0	0	3	0	0
ENSG00000250387	LINC02197	0	0	0	0	0	0	0
ENSG00000250389	MTND6P2	0	0	0	0	0	0	0
ENSG00000250390		0	1	0	0	0	1	0
ENSG00000250391	CRLF3P2	0	0	0	0	1	0	0
ENSG00000250392	LINC02502	2	0	3	0	1	2	2
ENSG00000250393		0	0	0	0	0	0	0
ENSG00000250397		19	62	16	23	42	49	62
ENSG00000250398		0	0	0	0	0	0	0
ENSG00000250402		0	0	0	0	0	0	0
ENSG00000250403		0	0	0	0	0	1	0
ENSG00000250405		0	0	0	0	0	0	0
ENSG00000250406		0	1	0	0	0	0	2
ENSG00000250407		1	0	0	2	2	1	1
ENSG00000250409		0	2	0	0	0	0	1
ENSG00000250410		2	5	1	1	2	4	7
ENSG00000250412	KLHL2P1	0	2	2	1	4	3	2
ENSG00000250413	SLC2A9-AS1	0	0	0	0	0	0	0
ENSG00000250415		0	0	1	0	0	5	0
ENSG00000250416	SEC63P2	0	0	0	0	0	0	0
ENSG00000250417	LINC02116	0	1	0	0	0	0	1
ENSG00000250418		0	0	0	0	0	0	0
ENSG00000250420	AACSP1	18	42	18	7	37	45	43
ENSG00000250421		20	108	12	25	31	33	86
ENSG00000250422		0	0	0	1	2	2	5
ENSG00000250423	KIAA1210	0	1	2	0	0	0	1
ENSG00000250424		0	1	1	0	0	0	1
ENSG00000250425	OR7E35P	0	1	2	0	0	0	1
ENSG00000250426	FTLP10	0	0	0	0	0	0	0
ENSG00000250427	LINC02148	0	0	0	0	0	1	0
ENSG00000250428	MRS2P1	0	0	0	0	0	0	0
ENSG00000250430		0	0	0	0	0	0	0
ENSG00000250431		0	0	0	0	0	0	0
ENSG00000250432	FAM242C	2	0	0	0	0	0	0
ENSG00000250433	CLSTN2-AS1	2	2	0	0	3	0	2
ENSG00000250436	LINC02499	0	0	0	0	0	2	1
ENSG00000250437	LINC02161	0	0	0	0	0	0	1
ENSG00000250438		0	0	0	1	0	0	3
ENSG00000250441		0	2	0	1	1	0	3
ENSG00000250442	EIF3KP3	5	33	0	13	0	0	31
ENSG00000250444	CCT5P1	4	20	5	8	14	27	17
ENSG00000250446	LINC01332	0	0	0	0	0	0	0
ENSG00000250447	LINC02105	1	4	0	2	0	1	2
ENSG00000250448		6	3	0	5	0	0	8
ENSG00000250451	HOXC-AS1	9	11	0	1	0	1	7
ENSG00000250453		0	0	0	0	0	0	0
ENSG00000250455		0	0	1	0	0	0	0
ENSG00000250456	LINC02260	0	0	1	0	0	0	0
ENSG00000250458		0	0	0	0	0	0	0
ENSG00000250461		3	15	1	0	1	6	9
ENSG00000250462	LRRC37BP1	221	429	126	170	163	207	381
ENSG00000250464	LRRC34P2	0	0	0	0	0	0	0
ENSG00000250467	PHOX2B-AS1	4	1	0	0	0	0	0
ENSG00000250470		0	0	0	0	0	0	0
ENSG00000250471	GMPSP1	7	42	14	19	18	25	33
ENSG00000250472	TRIM36-IT1	0	4	1	0	1	2	2
ENSG00000250473	DUTP7	1	14	1	3	3	1	9
ENSG00000250474	WBP1LP2	4	11	0	4	2	6	8
ENSG00000250475		0	0	0	0	0	0	0
ENSG00000250476	ENPP7P9	1	0	0	2	1	1	3
ENSG00000250479	CHCHD10	318	556	479	413	882	1350	517
ENSG00000250480		0	0	0	0	0	0	0
ENSG00000250481		0	0	0	0	0	0	0
ENSG00000250482	DUX4L51	0	0	0	0	0	0	0
ENSG00000250483	PPM1AP1	7	12	5	2	1	1	11
ENSG00000250484	PPIAP76	0	0	0	0	0	0	0
ENSG00000250485	EXOC7P1	0	0	0	0	0	0	0
ENSG00000250486	FAM218A	40	57	38	26	85	66	58
ENSG00000250488	LINC02233	0	0	0	0	0	0	0
ENSG00000250490	LINC02145	0	1	0	0	1	1	1
ENSG00000250492	INTS6P1	10	28	11	10	15	21	16
ENSG00000250493		2	0	0	2	5	6	3
ENSG00000250494		0	0	0	0	0	0	0
ENSG00000250496	ABT1P1	0	3	1	0	0	3	2
ENSG00000250497		0	1	0	0	0	1	0
ENSG00000250500		3	11	5	1	9	20	9
ENSG00000250501		0	1	1	1	0	0	2
ENSG00000250503		0	0	0	0	0	0	0
ENSG00000250504	KRT18P51	0	0	0	0	0	0	0
ENSG00000250505		0	0	0	0	0	0	0
ENSG00000250506	CDK3	11	22	13	14	11	26	19
ENSG00000250507		0	0	0	0	0	0	0
ENSG00000250508	LINC02701	6	15	3	10	4	4	25
ENSG00000250509		0	0	0	0	0	0	0
ENSG00000250510	GPR162	451	853	237	343	256	343	745
ENSG00000250511		7	30	7	6	0	0	25
ENSG00000250514	LINC02125	0	0	4	0	13	19	0
ENSG00000250515		0	0	0	0	0	0	0
ENSG00000250516		1	2	1	1	1	1	2
ENSG00000250517	LDHAL6CP	0	0	0	0	0	0	0
ENSG00000250519		5	28	6	14	30	37	29
ENSG00000250522		4	0	1	0	0	0	0
ENSG00000250523		1	2	1	0	0	0	1
ENSG00000250524		0	0	0	0	0	0	0
ENSG00000250526	CCT6P2	0	2	0	0	1	1	0
ENSG00000250529	LINC02121	0	0	0	1	0	0	0
ENSG00000250532		0	0	0	0	0	0	0
ENSG00000250535	STK19B	0	0	0	0	0	0	0
ENSG00000250536	ABHD17AP3	1	18	1	4	1	5	9
ENSG00000250538		15	1	1	6	2	1	2
ENSG00000250539	KRT8P33	13	30	9	4	4	15	45
ENSG00000250540		0	1	0	0	0	0	0
